"product_name","ingredient","classes","dose","price_krw","price_as_of","source_note"
"테넬리탁듀오서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬리탁정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬포민서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬포민서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테넬포민서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디엠메트서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","313","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디엠메트서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","313","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디엠메트서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","627","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디엠정20밀리그램","Teneligliptin","DPP4","20mg","626","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디포엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디포엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디포엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테디포정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라립틴듀오서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라립틴듀오서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라립틴듀오서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라립틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라메트엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라메트엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라메트엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라비아정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라비아정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테라비아정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리글메트서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리글메트서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리글메트서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리글정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리아엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리아엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리아엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리아정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리움엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리움엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리움엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테리움정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테립틴엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테립틴엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테립틴엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"테립틴정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"텔리아엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"텔리아엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"텔리아엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"텔리아정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라글립틴듀오정2.5/1000mg","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","344","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라글립틴듀오정2.5/500mg","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.5g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라글립틴듀오정2.5/850mg","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.85g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라글립틴정","Linagliptin","DPP4","5mg","402","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라듀오서방정5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","5mg/1g","521","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라듀오엠파서방정10/5/1000밀리그램","Empagliflozin + Linagliptin + Metformin HCl","SGLT2_EM+DPP4+MET","10mg/5mg/1g","833","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라듀오엠파서방정25/5/1000밀리그램","Empagliflozin + Linagliptin + Metformin HCl","SGLT2_EM+DPP4+MET","25mg/5mg/1g","929","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라디엠듀오정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","344","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라디엠듀오정2.5/500밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.5g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라디엠듀오정2.5/850밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.85g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라디엠정5밀리그램","Linagliptin","DPP4","5mg","402","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라리틴정","Linagliptin","DPP4","5mg","402","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라리틴콤비서방정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","387","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라리틴콤비서방정2.5/750밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.75g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라리틴콤비서방정5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","5mg/1g","521","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라시가정10/5밀리그램","Dapagliflozin + Linagliptin","SGLT2_DA+DPP4","10mg/5mg","795","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라이나엠서방정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","387","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라이나엠서방정5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","5mg/1g","521","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라이나엠정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","344","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라이나엠정2.5/500밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.5g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라이나엠정2.5/850밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.85g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라이나정5밀리그램","Linagliptin","DPP4","5mg","402","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라젠타듀오정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","344","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라젠타듀오정2.5/500밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.5g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라젠타듀오정2.5/850밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/0.85g","338","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라젠타정","Linagliptin","DPP4","5mg","402","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"트라케이듀오서방정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","387","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
